family_id,choice_0,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,n_people
1152,19,1,76,29,64,45,12,18,67,40,6
1153,17,75,66,77,38,11,10,31,32,25,5
1154,88,99,1,56,31,55,73,32,46,49,6
1155,75,48,1,95,2,52,32,10,67,27,2
1156,96,73,8,1,26,14,11,95,4,80,2
1157,15,49,1,40,94,31,29,4,41,26,3
1158,39,59,1,92,13,31,11,4,52,3,8
1159,17,12,26,95,66,34,80,19,18,56,4
1160,96,31,52,76,1,15,7,80,11,87,2
1161,60,67,33,4,81,23,59,89,21,56,5
1162,17,65,28,94,90,40,95,1,34,26,5
1163,18,1,52,53,61,99,41,31,73,87,5
1164,46,44,18,32,1,54,2,38,25,47,5
1165,79,94,32,5,50,1,26,75,20,73,3
1166,36,57,82,49,28,1,46,31,39,80,5
1167,61,1,25,83,17,3,32,16,31,4,5
1168,17,1,66,74,54,52,88,12,90,10,5
1169,1,25,47,32,40,4,80,7,11,67,4
1170,16,10,30,45,31,57,37,86,39,46,3
1171,80,1,55,32,54,57,24,78,45,27,6
1172,2,66,75,17,1,68,3,28,95,76,5
1173,88,1,55,37,67,16,19,83,4,38,5
1174,40,45,10,94,82,12,24,25,44,1,4
1175,60,34,10,4,26,3,94,81,32,37,5
1176,54,26,1,12,100,66,16,33,24,53,8
1177,52,89,13,80,51,61,84,1,7,66,2
1178,32,40,10,66,38,74,2,1,97,6,4
1179,69,67,47,14,96,10,82,26,52,40,3
1180,11,75,95,5,66,94,96,12,47,37,4
1181,56,47,75,24,1,20,87,68,25,30,5
1182,11,16,18,89,80,1,47,10,45,46,3
1183,66,3,82,40,49,51,90,24,6,36,3
1184,82,1,95,40,92,96,93,47,89,38,3
1185,52,89,33,47,1,60,96,8,39,67,4
1186,2,82,67,33,74,19,10,52,45,25,7
1187,75,39,11,13,28,19,32,69,25,87,4
1188,4,17,82,5,51,80,73,33,1,54,6
1189,94,89,32,54,14,33,66,74,61,3,8
1190,4,49,26,52,11,59,97,54,25,80,7
1191,75,5,43,25,74,19,1,39,6,66,5
1192,7,91,71,38,33,31,1,60,74,54,8
1193,4,11,48,76,45,1,27,24,81,28,4
1194,47,95,24,44,48,87,81,4,38,66,5
1195,43,84,88,1,35,66,52,96,41,9,2
1196,67,27,25,12,95,34,28,1,8,81,4
1197,5,45,25,66,24,40,1,21,89,12,4
1198,50,1,81,80,53,11,52,25,16,31,3
1199,16,19,8,1,26,52,51,74,7,71,4
1200,16,74,47,67,25,75,59,20,14,18,4
1201,11,75,96,26,68,33,45,4,12,20,6
1202,53,34,82,17,3,12,65,75,26,19,3
1203,87,1,100,67,45,59,17,19,10,66,3
1204,25,56,5,45,95,14,33,1,66,42,5
1205,9,11,31,93,86,73,33,80,5,61,4
1206,33,42,31,37,45,21,14,10,6,26,3
1207,26,7,25,4,38,45,1,51,61,66,2
1208,43,60,53,59,38,96,81,39,94,66,2
1209,74,6,22,69,1,30,89,88,32,53,7
1210,1,53,52,25,13,100,38,16,57,32,5
1211,49,96,24,19,55,3,66,53,31,94,2
1212,88,11,59,21,40,12,81,60,26,95,6
1213,50,83,67,21,74,40,19,52,73,27,3
1214,3,100,1,95,19,68,28,47,11,52,3
1215,94,12,89,80,4,11,5,50,30,53,3
1216,68,34,41,53,23,13,58,89,91,52,4
1217,41,75,24,38,40,58,1,29,68,96,4
1218,1,11,19,62,45,14,5,64,24,88,4
1219,39,26,24,2,66,78,87,18,33,15,4
1220,54,80,60,53,84,74,81,1,38,11,3
1221,1,80,77,53,42,12,61,10,27,17,5
1222,5,28,81,76,31,26,24,70,95,61,3
1223,58,82,88,42,45,36,47,28,96,87,6
1224,8,89,45,71,81,39,54,18,86,46,4
1225,25,19,31,46,75,1,3,17,26,56,4
1226,10,1,12,81,5,87,22,33,14,17,3
1227,18,19,22,39,25,32,1,75,45,43,5
1228,19,29,45,4,85,1,44,52,25,70,5
1229,21,27,58,26,96,33,5,22,42,46,4
1230,40,52,73,68,38,39,53,51,75,11,4
1231,87,89,82,20,11,59,24,48,60,96,5
1232,67,68,33,12,1,17,6,95,74,37,4
1233,45,71,89,1,67,96,84,32,87,9,2
1234,52,19,73,88,26,51,1,96,17,24,3
1235,45,1,32,64,96,75,86,57,65,52,6
1236,82,31,81,32,17,75,33,48,18,53,5
1237,43,40,29,4,1,32,22,81,49,45,3
1238,96,10,95,16,50,45,87,8,60,6,2
1239,50,12,61,4,2,26,75,11,13,76,3
1240,33,13,89,6,61,10,47,71,45,17,2
1241,60,40,46,54,39,87,19,18,12,1,4
1242,1,14,96,28,57,22,18,67,68,42,4
1243,58,1,44,81,17,88,38,12,90,9,3
1244,94,4,52,75,46,26,44,72,45,74,6
1245,10,1,5,88,80,46,39,12,43,57,4
1246,2,13,87,39,17,38,9,68,84,67,2
1247,81,8,3,74,75,61,79,52,89,16,2
1248,39,17,5,59,66,32,1,25,12,56,4
1249,39,65,17,27,10,1,67,44,86,88,7
1250,38,13,11,1,16,21,4,67,25,33,4
1251,29,28,20,75,24,26,18,17,39,47,4
1252,4,29,24,25,1,11,40,16,36,10,3
1253,72,10,24,38,7,94,3,54,61,73,2
1254,1,37,11,5,84,60,12,43,46,87,2
1255,89,26,93,74,38,55,80,42,5,6,6
1256,1,10,73,79,33,4,40,51,19,5,4
1257,88,38,12,2,54,47,51,53,64,17,6
1258,60,1,87,53,80,93,27,61,31,15,4
1259,66,87,32,24,68,45,19,25,70,38,2
1260,38,86,1,88,4,46,80,89,26,5,3
1261,1,68,27,59,95,26,98,99,10,54,4
1262,60,24,16,1,12,3,17,92,33,80,3
1263,91,32,82,92,96,24,63,45,87,13,4
1264,1,24,98,96,82,34,60,68,73,6,2
1265,5,83,13,1,39,54,29,61,48,10,3
1266,37,32,95,26,75,83,33,1,50,39,3
1267,23,22,43,62,9,39,82,6,89,74,4
1268,54,35,44,96,95,48,94,30,6,2,8
1269,1,66,28,88,35,10,38,89,32,11,6
1270,54,86,28,6,16,81,4,29,47,95,4
1271,95,3,21,68,14,18,37,42,59,4,5
1272,89,47,24,56,17,8,1,82,10,19,4
1273,27,81,55,58,87,49,73,1,7,11,8
1274,87,54,53,19,7,59,3,40,15,32,3
1275,5,71,30,12,69,82,45,68,43,25,5
1276,7,26,24,1,80,25,10,59,82,40,7
1277,49,58,67,1,84,45,97,22,40,31,5
1278,82,27,21,25,97,2,71,19,52,34,4
1279,57,9,53,96,33,10,13,68,61,24,7
1280,9,17,5,82,33,65,1,10,40,60,5
1281,76,78,13,60,45,90,39,11,9,22,2
1282,81,30,15,39,25,62,33,1,54,10,4
1283,29,12,46,47,45,22,96,31,21,71,4
1284,2,1,19,87,73,24,4,35,30,83,5
1285,38,70,73,13,40,60,27,33,45,1,5
1286,97,87,49,93,73,15,20,11,61,94,2
1287,1,11,39,91,15,99,25,18,85,16,4
1288,3,54,74,53,80,73,81,23,25,51,3
1289,39,89,80,46,18,1,61,4,19,32,4
1290,52,1,25,3,11,38,60,77,53,24,3
1291,34,39,73,1,53,38,89,75,12,17,4
1292,35,41,12,81,45,28,50,33,53,87,6
1293,12,77,62,1,6,17,66,24,73,18,3
1294,75,11,52,39,30,6,1,53,40,43,4
1295,95,26,22,93,94,92,47,40,15,98,5
1296,3,26,32,25,7,34,9,89,52,87,4
1297,96,3,10,61,82,31,46,73,6,51,5
1298,31,80,16,11,20,9,73,25,77,17,4
1299,11,32,39,59,99,9,8,28,51,1,4
1300,40,3,81,28,7,9,37,11,68,17,2
1301,9,54,53,74,12,23,1,16,10,73,4
1302,27,33,75,24,74,68,45,60,1,61,7
1303,80,37,46,47,74,3,53,45,81,92,3
1304,54,17,58,88,59,89,36,8,56,32,3
1305,5,12,40,65,49,38,80,26,25,56,6
1306,52,22,66,94,11,7,100,3,17,21,2
1307,60,82,73,29,53,96,26,13,25,1,6
1308,1,58,29,40,87,14,94,86,42,60,3
1309,57,75,88,5,1,96,11,12,38,59,2
1310,46,67,52,66,55,19,59,5,39,22,4
1311,45,60,6,33,40,67,39,26,18,82,4
1312,10,24,96,11,46,1,72,57,53,15,5
1313,88,95,56,75,26,38,41,10,12,32,2
1314,26,31,33,66,2,5,61,1,24,89,4
1315,31,2,52,29,38,54,5,18,1,36,4
1316,89,68,33,10,1,45,7,88,11,13,3
1317,26,87,27,60,10,31,57,17,75,67,4
1318,39,28,31,80,18,90,21,74,60,1,2
1319,43,87,79,9,82,11,45,8,26,29,4
1320,54,88,45,47,3,27,96,73,43,1,4
1321,1,19,16,15,13,45,39,52,47,18,4
1322,1,52,46,8,47,51,4,25,53,60,3
1323,96,45,54,1,40,31,26,72,33,47,5
1324,46,80,33,61,25,89,29,92,34,53,4
1325,23,1,40,25,17,34,74,93,53,45,5
1326,25,51,69,82,46,32,88,66,27,44,5
1327,14,81,12,46,1,16,6,21,66,8,4
1328,53,1,16,31,52,24,85,23,9,37,2
1329,5,88,3,1,67,15,39,34,17,96,4
1330,90,85,70,53,2,18,96,54,4,60,4
1331,11,25,92,3,68,88,4,8,7,94,8
1332,82,31,22,12,1,46,75,91,74,61,3
1333,53,11,54,1,38,10,12,47,23,67,4
1334,55,37,38,19,26,10,75,68,50,94,5
1335,89,19,71,38,31,39,12,1,67,20,4
1336,43,80,63,1,25,60,10,73,31,85,3
1337,78,87,46,18,41,3,1,26,17,52,6
1338,85,59,81,66,12,74,47,94,82,5,3
1339,77,66,87,10,22,24,12,11,75,94,4
1340,23,6,24,42,96,8,53,45,31,81,2
1341,67,13,1,5,51,18,81,94,63,10,4
1342,88,48,25,4,2,38,22,26,37,66,3
1343,34,8,24,11,1,17,21,83,87,13,3
1344,19,4,52,24,43,15,61,18,37,94,3
1345,32,67,24,87,96,11,20,28,1,2,5
1346,28,2,54,74,1,14,4,88,53,19,4
1347,5,20,29,89,77,1,18,61,4,3,3
1348,30,1,89,27,51,60,75,40,61,44,2
1349,54,4,50,24,95,36,47,45,60,53,3
1350,19,21,80,75,68,8,1,87,24,73,2
1351,81,9,50,17,24,75,26,65,38,32,4
1352,33,3,87,26,17,12,32,43,31,74,4
1353,11,1,29,61,4,23,56,76,7,40,8
1354,14,31,1,45,81,32,10,18,56,57,3
1355,54,81,59,61,38,57,39,16,48,37,3
1356,49,3,48,14,1,53,18,47,66,45,5
1357,82,96,22,6,59,47,50,25,39,1,3
1358,38,46,22,30,32,17,40,37,54,41,3
1359,31,16,75,68,96,8,64,5,34,28,8
1360,98,18,1,80,75,28,74,68,54,88,6
1361,3,2,20,17,33,4,73,98,27,26,3
1362,83,40,69,4,3,31,27,61,5,59,7
1363,33,99,40,89,75,76,8,60,19,47,4
1364,41,8,4,19,10,23,96,24,7,6,3
1365,68,91,82,5,73,53,4,39,40,59,2
1366,14,1,44,45,89,54,97,10,66,75,2
1367,2,33,59,13,50,25,89,1,47,40,2
1368,26,96,7,14,1,41,53,25,3,98,6
1369,1,87,93,35,21,40,30,58,88,57,3
1370,43,59,68,47,5,88,19,1,74,18,3
1371,85,4,96,52,44,1,49,30,60,7,4
1372,75,1,94,31,29,10,39,3,47,48,5
1373,3,49,13,34,31,45,55,7,74,52,2
1374,4,1,3,53,26,31,2,10,50,75,3
1375,32,41,44,18,38,63,12,24,15,21,5
1376,94,7,38,14,90,45,71,10,53,40,3
1377,18,75,9,24,34,1,52,88,66,5,6
1378,73,26,95,68,61,54,19,3,4,87,3
1379,23,93,5,39,15,1,14,19,38,40,4
1380,80,25,54,89,61,42,19,3,10,73,5
1381,52,43,19,46,12,82,1,44,36,74,7
1382,3,67,54,41,46,31,5,40,81,11,4
1383,26,40,29,92,69,61,68,1,56,2,3
1384,59,62,56,74,29,47,12,21,1,63,2
1385,87,33,52,28,95,26,71,14,17,73,3
1386,10,29,75,17,77,67,45,21,33,1,4
1387,5,48,54,68,38,53,85,69,47,19,4
1388,63,45,4,5,12,82,17,30,1,38,2
1389,74,51,54,1,61,45,3,38,20,25,5
1390,42,72,95,4,93,1,24,10,74,39,5
1391,74,94,61,1,14,75,23,52,67,16,6
1392,53,42,61,1,82,40,22,75,25,3,4
1393,11,60,29,87,88,3,32,56,4,31,4
1394,38,52,8,39,88,18,1,56,99,60,7
1395,17,66,1,2,3,32,100,10,31,44,2
1396,90,86,74,60,19,3,8,4,45,13,7
1397,2,54,50,90,96,13,40,75,24,1,7
1398,1,73,10,38,57,47,77,40,52,35,2
1399,59,19,43,16,32,71,12,89,87,45,3
1400,22,48,25,60,80,39,17,38,100,49,5
1401,10,87,1,4,26,53,3,72,27,45,4
1402,59,61,13,28,32,20,10,94,4,33,4
1403,87,12,23,63,19,5,89,83,55,66,4
1404,27,32,87,5,36,46,52,61,19,1,7
1405,53,56,17,23,19,38,12,74,80,45,4
1406,26,24,18,12,45,90,94,72,37,47,4
1407,44,95,87,66,24,27,34,62,89,13,3
1408,45,67,39,51,19,24,13,31,68,23,3
1409,95,74,75,19,4,46,14,21,1,32,5
1410,53,1,25,20,87,50,42,26,4,95,5
1411,54,19,29,11,66,88,51,1,76,17,6
1412,1,86,39,3,66,45,60,37,4,7,4
1413,1,86,32,18,33,19,54,94,3,5,5
1414,89,48,60,34,65,21,17,19,33,41,4
1415,18,97,82,38,3,33,60,47,16,26,3
1416,3,80,24,33,20,47,22,39,21,1,7
1417,73,46,12,52,39,77,10,3,66,45,4
1418,42,86,3,91,47,35,5,40,26,66,5
1419,9,19,1,87,2,50,94,74,4,39,2
1420,59,70,25,28,31,9,53,87,88,77,8
1421,23,27,32,46,28,61,83,26,33,16,6
1422,91,16,26,32,11,4,52,24,14,41,8
1423,2,46,4,31,26,11,49,81,1,77,3
1424,38,51,37,12,40,99,53,42,31,89,2
1425,80,82,95,90,4,42,75,3,59,96,2
1426,43,53,40,4,81,26,11,48,1,5,3
1427,32,10,43,70,80,46,81,89,24,4,5
1428,32,3,14,16,66,13,60,48,39,88,3
1429,31,88,4,63,1,17,5,26,54,52,5
1430,20,88,1,54,75,34,38,44,61,36,6
1431,49,4,6,50,53,8,5,100,29,80,4
1432,33,1,3,89,19,95,28,25,31,34,3
1433,100,1,53,88,11,41,60,74,4,5,3
1434,16,22,61,99,59,49,5,77,54,10,3
1435,68,99,82,14,1,57,13,73,75,88,3
1436,96,1,49,95,69,32,48,30,3,81,8
1437,47,31,4,1,28,89,53,54,46,41,4
1438,7,89,19,45,95,5,1,33,54,36,3
1439,69,32,26,12,10,1,5,66,2,45,4
1440,23,81,89,96,66,87,31,25,20,51,5
1441,17,46,81,88,1,37,24,68,23,13,4
1442,12,26,11,47,10,9,1,42,74,38,4
1443,3,11,10,12,60,17,73,87,82,59,2
1444,81,45,42,88,47,9,82,10,12,33,5
1445,46,81,35,38,58,61,96,1,23,4,3
1446,7,32,80,12,89,46,25,1,26,3,3
1447,11,74,52,6,51,45,18,5,87,33,5
1448,89,74,36,52,95,47,19,5,38,23,4
1449,51,39,5,11,19,82,28,17,88,95,6
1450,66,1,68,42,19,31,60,52,58,40,4
1451,50,94,16,40,1,19,32,24,82,38,3
1452,28,88,24,7,30,33,11,5,17,41,2
1453,81,73,4,39,19,25,1,96,26,82,4
1454,25,10,75,15,43,1,95,27,26,67,8
1455,58,1,59,18,67,23,88,24,62,80,5
1456,24,10,1,8,56,45,67,39,23,2,5
1457,88,31,1,60,48,5,75,3,80,22,5
1458,20,2,46,38,25,1,92,28,12,40,2
1459,53,75,24,26,40,18,38,28,2,89,3
1460,2,4,7,75,61,81,64,32,59,40,6
1461,58,1,24,77,3,74,5,73,16,9,2
1462,40,96,18,47,52,45,3,15,74,26,3
1463,96,1,60,46,27,31,26,16,68,12,4
1464,59,26,57,39,17,47,10,18,1,70,7
1465,87,98,11,14,1,59,3,12,81,65,2
1466,64,24,44,33,95,59,8,26,82,16,4
1467,11,20,81,80,1,46,60,44,19,76,4
1468,100,5,39,66,24,73,14,96,23,65,4
1469,88,47,13,34,1,53,25,30,4,17,5
1470,33,96,1,87,24,53,23,22,66,29,5
1471,48,1,38,80,100,12,36,52,68,10,4
1472,94,75,1,80,58,59,31,73,35,95,8
1473,60,31,87,3,45,49,52,61,75,96,4
1474,19,99,46,16,38,95,26,80,88,9,3
1475,94,2,72,16,1,85,95,17,6,19,2
1476,4,53,1,2,3,66,51,20,21,69,2
1477,1,47,79,27,88,32,2,97,12,5,8
1478,65,1,13,59,18,19,12,35,28,50,3
1479,88,70,89,9,78,43,68,54,24,41,6
1480,23,1,59,87,54,25,3,4,26,95,7
1481,80,9,94,84,24,54,95,62,90,1,4
1482,33,23,7,75,46,97,27,71,24,61,4
1483,85,40,23,70,39,98,11,1,15,59,2
1484,73,16,89,22,67,1,19,32,5,68,4
1485,67,33,44,5,1,13,4,89,38,26,6
1486,46,66,9,99,49,62,5,94,69,37,2
1487,1,74,64,52,82,22,4,33,30,81,6
1488,54,18,30,80,52,26,40,61,88,47,8
1489,40,23,38,11,56,53,24,80,1,68,3
1490,62,56,38,89,94,2,70,3,1,11,6
1491,97,14,61,52,11,65,54,50,19,1,7
1492,1,41,89,44,94,15,36,73,34,33,4
1493,41,87,33,31,53,10,81,4,96,54,5
1494,46,7,59,35,18,16,1,87,42,53,2
1495,81,80,8,30,53,25,36,32,1,7,2
1496,49,96,79,30,31,60,1,8,81,59,2
1497,20,25,79,11,77,34,38,54,40,32,3
1498,96,28,18,32,82,74,12,6,44,40,8
1499,88,24,47,18,64,1,52,12,23,31,3
1500,46,38,1,39,100,10,87,83,89,45,4
1501,96,54,12,63,3,59,33,10,52,1,3
1502,84,61,50,4,77,81,31,1,87,20,2
1503,12,54,5,14,33,45,3,68,26,99,3
1504,17,82,10,1,26,52,4,11,18,74,2
1505,66,44,4,68,3,39,10,6,5,24,6
1506,19,26,24,37,5,28,1,38,100,11,6
1507,18,81,3,66,10,89,1,61,64,75,4
1508,1,88,51,7,3,38,36,17,12,15,4
1509,32,46,4,1,24,62,59,47,81,2,4
1510,5,32,1,34,17,3,52,26,43,97,3
1511,28,1,24,91,33,10,53,11,19,62,4
1512,48,58,45,75,54,95,1,46,5,74,5
1513,40,26,1,4,14,24,25,38,17,33,4
1514,95,5,40,20,75,32,53,10,3,30,3
1515,1,77,11,52,18,26,81,17,8,23,4
1516,4,82,1,52,31,50,80,36,5,10,4
1517,8,47,53,20,25,1,12,81,29,80,4
1518,27,1,81,24,17,36,79,83,32,75,4
1519,75,12,19,6,53,67,1,87,92,59,2
1520,48,56,8,24,80,54,88,18,25,68,2
1521,20,81,13,32,83,73,18,75,43,67,7
1522,96,86,59,58,52,88,9,38,84,61,3
1523,1,33,46,67,10,31,80,23,90,38,2
1524,11,1,9,74,45,47,33,22,42,46,5
1525,52,11,54,45,72,89,39,1,88,31,4
1526,18,26,89,33,59,45,51,86,12,38,5
1527,47,31,19,79,30,33,68,25,50,75,4
1528,96,87,29,50,31,5,39,19,54,65,6
1529,46,5,53,2,6,26,16,50,7,61,8
1530,33,4,74,40,94,95,18,90,5,8,5
1531,26,96,10,32,52,58,12,87,74,3,3
1532,47,42,78,80,9,11,43,16,29,12,3
1533,66,53,99,80,17,14,31,19,1,54,6
1534,52,38,54,3,12,71,23,1,4,28,2
1535,18,1,45,59,20,7,88,32,52,17,3
1536,54,1,6,11,40,47,45,52,74,20,6
1537,1,49,24,10,94,47,22,45,60,26,4
1538,16,23,9,22,35,27,80,1,11,94,3
1539,52,40,61,26,6,3,87,1,11,39,4
1540,99,22,68,79,3,47,53,81,5,1,3
1541,15,13,59,47,54,31,89,76,81,19,4
1542,22,94,63,56,27,59,17,60,5,10,5
1543,16,87,82,54,75,15,73,74,61,25,2
1544,69,36,88,45,32,2,94,24,41,20,6
1545,80,33,23,27,28,25,24,87,45,2,4
1546,52,91,1,46,59,33,72,25,67,45,7
1547,47,95,1,5,4,61,66,31,71,24,4
1548,59,2,62,43,96,1,5,75,11,13,3
1549,25,54,17,82,60,12,39,49,85,9,3
1550,12,75,22,11,1,67,44,89,38,48,5
1551,7,65,86,87,76,44,48,1,12,54,7
1552,24,39,18,33,23,99,1,88,36,26,3
1553,53,46,12,84,80,20,35,41,77,24,4
1554,10,96,83,24,17,18,91,1,69,88,4
1555,1,37,6,87,82,72,4,5,39,13,4
1556,81,5,52,58,1,14,15,10,73,49,5
1557,39,21,64,11,12,58,4,96,40,49,7
1558,2,81,15,68,42,38,4,16,18,11,3
1559,29,80,10,61,32,39,30,54,56,23,8
1560,88,25,47,36,79,57,55,2,1,66,5
1561,17,1,4,12,20,50,46,26,62,99,5
1562,7,16,98,3,31,66,29,94,88,8,3
1563,6,57,25,19,17,83,16,44,53,60,5
1564,59,26,71,53,3,75,5,40,79,81,4
1565,82,25,26,52,95,80,67,10,9,5,2
1566,15,96,43,1,3,89,28,40,25,53,4
1567,37,82,89,58,38,22,28,52,19,1,7
1568,40,36,31,1,87,82,17,20,25,61,3
1569,52,82,63,30,16,1,53,73,18,25,3
1570,1,94,5,19,88,16,46,26,67,22,6
1571,91,61,43,12,15,94,75,19,60,28,5
1572,81,34,24,21,9,73,49,3,75,26,8
1573,82,96,1,61,33,18,25,12,36,53,4
1574,60,6,16,48,25,8,61,74,49,4,3
1575,59,94,11,85,38,25,33,53,1,88,3
1576,95,33,26,91,20,10,32,74,36,1,2
1577,74,5,24,33,21,19,39,80,20,1,4
1578,26,3,24,58,31,97,66,37,96,40,3
1579,3,87,17,1,61,67,22,85,15,34,4
1580,31,68,96,56,15,33,53,75,80,23,5
1581,10,1,82,12,33,98,54,81,5,45,3
1582,1,67,39,88,47,5,49,10,46,55,7
1583,31,1,74,33,67,5,52,47,80,18,4
1584,46,66,26,9,31,82,47,16,30,40,4
1585,5,28,3,90,76,16,10,17,6,23,4
1586,29,53,94,47,17,81,1,82,45,5,2
1587,88,73,95,35,12,1,30,25,18,54,4
1588,20,11,4,47,1,89,23,3,52,88,3
1589,53,59,22,94,5,76,19,38,35,21,3
1590,45,89,86,79,12,10,23,55,54,43,4
1591,89,60,27,73,12,63,40,26,97,58,6
1592,6,10,73,12,3,82,33,87,32,44,4
1593,1,66,95,59,32,54,48,12,50,67,7
1594,12,26,60,66,20,11,33,38,19,45,4
1595,1,50,49,12,34,81,57,28,8,36,2
1596,95,96,36,49,89,27,1,47,45,29,4
1597,1,50,97,96,32,9,4,47,2,26,8
1598,15,7,1,75,93,29,47,59,8,12,6
1599,87,1,4,44,53,12,26,8,60,61,5
1600,27,5,81,9,59,25,14,67,47,73,2
1601,22,3,24,89,59,87,1,53,17,52,3
1602,1,7,67,9,3,85,29,12,28,39,2
1603,7,25,1,23,29,43,28,16,3,49,4
1604,78,40,68,87,39,1,82,46,94,24,4
1605,1,3,7,26,24,60,53,11,61,68,2
1606,51,59,46,41,54,74,32,60,52,33,4
1607,59,76,54,41,94,40,1,95,10,19,6
1608,26,1,25,64,52,12,81,96,23,5,4
1609,21,43,45,60,65,34,4,52,18,1,4
1610,26,2,59,58,38,23,1,94,95,96,6
1611,1,68,81,77,17,74,38,66,88,10,6
1612,1,46,54,40,30,24,17,47,50,96,4
1613,17,1,9,67,47,95,19,82,74,18,3
1614,61,1,36,6,18,5,16,73,8,4,3
1615,88,51,52,99,83,33,1,25,46,19,7
1616,26,53,41,10,4,95,75,55,60,5,3
1617,52,10,59,24,68,1,55,32,79,54,4
1618,8,82,26,89,46,34,28,52,33,74,4
1619,46,32,50,10,1,80,52,17,19,53,3
1620,40,43,16,1,5,46,29,73,18,4,3
1621,71,21,66,18,10,20,87,5,59,54,8
1622,45,39,56,5,73,30,23,38,79,21,4
1623,14,42,53,25,61,19,10,17,40,4,5
1624,9,45,70,52,48,1,5,4,89,3,2
1625,84,74,18,73,47,54,1,39,96,52,2
1626,54,82,80,47,37,17,1,9,21,67,7
1627,46,13,30,61,48,1,54,89,52,73,3
1628,53,19,31,1,17,27,45,25,15,38,6
1629,60,94,5,95,88,22,17,70,74,47,4
1630,52,17,63,31,11,21,14,79,9,16,6
1631,18,12,4,75,42,59,25,73,26,40,3
1632,30,19,59,85,29,68,22,76,88,33,7
1633,1,33,47,31,14,59,75,94,95,19,4
1634,49,74,23,55,1,3,51,27,26,75,3
1635,95,82,31,1,32,19,17,29,7,3,4
1636,90,77,39,18,73,40,75,11,19,23,4
1637,67,40,39,19,46,17,4,75,30,2,5
1638,1,31,39,81,46,27,52,63,28,45,2
1639,83,1,89,5,33,16,87,30,82,54,2
1640,30,60,2,95,61,59,52,80,1,55,6
1641,12,1,23,88,24,94,5,17,52,31,2
1642,4,49,87,64,32,1,57,86,3,9,4
1643,81,32,12,1,14,96,20,35,46,48,4
1644,72,80,29,1,39,82,7,38,24,4,4
1645,36,17,88,47,84,65,41,23,81,61,8
1646,80,66,98,33,50,81,59,87,15,18,4
1647,68,25,21,53,18,1,79,38,24,51,4
1648,11,24,26,75,82,1,48,59,46,57,8
1649,46,6,22,90,38,89,31,37,100,51,2
1650,21,10,48,11,95,91,19,59,64,24,4
1651,4,26,10,89,32,53,45,35,52,80,3
1652,21,37,38,73,75,20,1,53,18,35,3
1653,1,45,14,6,97,31,10,32,29,62,8
1654,40,54,20,89,36,38,39,25,31,66,5
1655,68,85,87,64,91,89,95,47,32,49,6
1656,31,3,74,38,6,25,37,5,28,33,4
1657,1,56,22,17,62,96,98,12,31,11,4
1658,60,82,51,56,27,1,31,57,9,40,3
1659,1,82,81,11,52,88,47,5,54,41,4
1660,68,33,41,29,18,40,19,63,8,80,2
1661,39,87,15,43,1,95,19,18,9,74,5
1662,18,54,26,1,20,35,24,32,81,60,6
1663,19,36,12,1,94,89,8,4,55,59,3
1664,10,46,27,88,1,80,34,67,26,59,4
1665,36,31,5,30,55,88,18,89,32,7,2
1666,18,82,13,42,12,25,23,8,11,33,4
1667,53,96,45,46,54,55,74,67,25,63,5
1668,7,94,47,40,59,22,3,96,21,74,2
1669,8,12,1,23,48,38,82,10,60,18,5
1670,88,24,1,31,21,25,33,59,73,52,4
1671,87,18,1,55,32,63,54,33,20,38,2
1672,58,5,32,20,15,53,30,95,73,96,4
1673,39,37,94,17,1,88,74,87,10,61,3
1674,57,79,54,37,20,45,81,53,38,94,3
1675,88,13,17,46,18,6,33,1,54,10,2
1676,27,10,15,59,45,23,74,12,18,67,2
1677,27,13,18,60,8,3,82,22,81,25,5
1678,1,11,53,85,41,36,75,25,32,60,2
1679,26,35,96,22,10,45,52,82,8,94,8
1680,55,87,23,2,1,88,9,65,49,53,6
1681,33,26,24,59,98,94,87,17,37,31,5
1682,1,40,91,96,67,12,17,31,73,38,2
1683,7,27,74,8,31,37,40,1,55,26,6
1684,54,1,25,67,7,77,11,80,68,24,2
1685,73,5,31,12,87,10,96,35,91,32,6
1686,40,31,1,23,48,71,39,38,18,11,2
1687,21,92,32,14,1,17,37,38,75,3,2
1688,87,24,29,41,68,1,54,26,88,38,5
1689,39,33,52,25,24,41,73,1,75,26,2
1690,47,11,53,24,25,46,67,73,17,58,6
1691,4,92,78,5,96,89,31,12,98,1,7
1692,32,11,45,18,39,62,30,95,5,82,5
1693,47,23,67,61,95,11,24,89,25,31,2
1694,45,81,5,59,63,1,3,56,31,95,2
1695,25,100,73,7,5,2,1,82,38,32,3
1696,17,82,22,33,95,81,21,52,90,25,5
1697,61,83,30,21,53,41,16,68,55,88,2
1698,67,8,84,31,53,45,64,1,38,52,4
1699,12,53,52,17,75,64,66,4,13,3,6
1700,73,8,1,96,10,61,44,4,39,66,5
1701,52,73,68,94,29,41,4,5,81,3,6
1702,99,73,6,25,9,55,81,66,68,94,6
1703,69,33,53,38,88,20,1,43,59,61,3
1704,60,9,61,59,11,8,1,76,44,28,5
1705,66,10,89,7,40,81,4,18,29,24,5
1706,17,71,12,31,1,6,15,10,23,39,5
1707,73,57,7,94,18,1,58,68,52,9,3
1708,72,81,25,40,14,82,27,28,3,8,2
